order_id,order_status,customer,order_date,order_quantity,sales,discount,product_category,product_sub_category
51559,Order Returned,David Philippe,2012-03-04,34,1647960,0.09,Office Supplies,Pens & Art Supplies
51813,Order Finished,Lena Creighton,2012-12-21,13,2780340,0.07,Office Supplies,Storage & Organization
52098,Order Finished,Darren Budd,2010-03-10,19,1624120,0.0,Furniture,Chairs & Chairmats
52102,Order Finished,Philip Brown,2010-09-12,8,208540,0.03,Office Supplies,Pens & Art Supplies
52135,Order Finished,Jeremy Ellison,2010-03-24,38,7845920,0.04,Technology,Computer Peripherals
52162,Order Finished,Darren Budd,2011-11-01,39,522320,0.07,Furniture,Bookcases
52256,Order Finished,Cari Mac Intyre,2010-11-04,23,2473908,0.06,Technology,Telephones & Communication
52391,Order Finished,Alan Hwang,2009-12-12,36,2144720,0.04,Office Supplies,Paper
52642,Order Finished,Magdelene Morse,2011-06-14,9,1485680,0.01,Furniture,Chairs & Chairmats
52645,Order Finished,Alan Hwang,2012-03-07,11,128680,0.09,Office Supplies,Pens & Art Supplies
52711,Order Finished,Aimee Bixby,2011-09-23,37,402280,0.08,Office Supplies,Rubber Bands
52896,Order Finished,Lena Creighton,2010-10-22,9,96520,0.09,Office Supplies,Paper
52999,Order Finished,Eugene Hildebrand,2012-04-25,5,87220,0.04,Furniture,Office Furnishings
53254,Order Finished,Noel Staavos,2009-08-18,34,10884284,0.0,Technology,Telephones & Communication
53285,Order Returned,Eudokia Martin,2012-05-24,6,2085920,0.04,Office Supplies,Binders & Binder Accessories
53637,Order Finished,Erin Ashbrook,2011-03-17,12,902180,0.1,Office Supplies,Envelopes
53698,Order Finished,Tamara Chand,2012-06-16,10,110660,0.0,Office Supplies,Pens & Art Supplies
54183,Order Finished,Mike Caudle,2012-04-15,32,5547420,0.02,Technology,Computer Peripherals
54245,Order Returned,Cari Mac Intyre,2011-03-24,5,166600,0.09,Technology,Telephones & Communication
54339,Order Returned,Alan Hwang,2012-05-02,48,6011480,0.02,Office Supplies,Appliances
54401,Order Finished,Dave Hallsten,2011-12-04,34,1340040,0.07,Office Supplies,Binders & Binder Accessories
54563,Order Returned,Fred Hopkins,2010-10-04,24,1047120,0.01,Furniture,Office Furnishings
54694,Order Finished,Jonathan Howell,2009-09-19,43,225260,0.08,Office Supplies,Envelopes
54755,Order Returned,Matt Collister,2009-12-07,44,6843760,0.0,Technology,Computer Peripherals
54914,Order Returned,Duane Huffman,2011-08-28,32,395860,0.06,Office Supplies,Paper
55073,Order Finished,Kelly Lampkin,2012-03-20,40,4753421,0.01,Technology,Telephones & Communication
55270,Order Finished,Edward Nazzal,2010-01-22,1,70280,0.02,Office Supplies,Binders & Binder Accessories
55776,Order Returned,Dean Braden,2009-03-22,32,9712200,0.01,Technology,Office Machines
55874,Order Returned,Erica Smith,2009-02-16,28,417660,0.0,Office Supplies,Binders & Binder Accessories
56002,Order Finished,Dave Hallsten,2009-07-04,21,1029060,0.04,Office Supplies,Envelopes
56039,Order Finished,Erica Smith,2011-11-25,23,313320,0.07,Office Supplies,Paper
56710,Order Finished,Jim Mitchum,2010-05-11,34,959680,0.02,Office Supplies,Storage & Organization
57092,Order Finished,David Philippe,2010-05-01,29,5641399,0.03,Technology,Telephones & Communication
57253,Order Returned,Darren Budd,2009-01-05,43,156160,0.08,Furniture,Chairs & Chairmats
57382,Order Finished,George Ashbrook,2009-03-23,25,212080,0.09,Office Supplies,Binders & Binder Accessories
57415,Order Finished,Tamara Chand,2009-03-24,6,203040,0.02,Office Supplies,Storage & Organization
57606,Order Finished,Darren Budd,2010-01-03,37,588960,0.08,Technology,Computer Peripherals
57794,Order Finished,Edward Becker,2009-07-26,16,177680,0.02,Office Supplies,Paper
58054,Order Finished,David Philippe,2011-01-04,26,122800,0.04,Furniture,Office Furnishings
58113,Order Finished,Anemone Ratner,2012-02-01,48,725420,0.07,Office Supplies,Binders & Binder Accessories
58528,Order Finished,Janet Martin,2010-10-27,14,1401900,0.0,Office Supplies,Appliances
58851,Order Finished,Alan Hwang,2010-06-07,3,47860,0.1,Furniture,Office Furnishings
58853,Order Finished,Eugene Hildebrand,2012-05-13,27,10615000,0.09,Furniture,Chairs & Chairmats
59015,Order Finished,Andrew Roberts,2012-05-26,32,508920,0.09,Technology,Computer Peripherals
59075,Order Finished,David Smith,2012-02-26,38,851820,0.02,Office Supplies,Paper
59108,Order Finished,Edward Becker,2011-10-07,21,137060,0.09,Office Supplies,Pens & Art Supplies
59589,Order Finished,Magdelene Morse,2012-04-11,25,3220520,0.06,Office Supplies,Storage & Organization
59685,Order Finished,Jim Mitchum,2012-12-10,12,1010400,0.05,Office Supplies,Appliances
59845,Order Finished,Ed Ludwig,2009-12-22,42,400200,0.04,Office Supplies,Rubber Bands
134,Order Returned,Michael Dominguez,2012-04-30,11,2265200,0.01,Office Supplies,Storage & Organization
740,Order Returned,Thomas Boland,2011-07-15,6,56020,0.09,Office Supplies,Labels
833,Order Returned,Olvera Toch,2009-02-12,1,38640,0.03,Office Supplies,Binders & Binder Accessories
1573,Order Finished,Lena Radford,2012-12-27,13,1519880,0.09,Furniture,Chairs & Chairmats
1639,Order Finished,Sean Christensen,2011-08-19,24,326280,0.09,Office Supplies,Paper
2146,Order Returned,Todd Boyes,2012-09-13,41,12222337,0.06,Technology,Telephones & Communication
2752,Order Finished,Todd Boyes,2010-11-18,30,1390940,0.03,Technology,Computer Peripherals
5445,Order Finished,Michael Dominguez,2010-07-25,4,58840,0.06,Office Supplies,Labels
5699,Order Returned,Sean Miller,2012-07-29,2,18500,0.01,Office Supplies,Labels
6823,Order Finished,Todd Boyes,2009-07-21,50,2525440,0.01,Office Supplies,Binders & Binder Accessories
6948,Order Finished,Phillip Breyer,2010-12-09,15,2287760,0.04,Technology,Computer Peripherals
7462,Order Finished,Lena Radford,2011-02-20,3,145260,0.07,Office Supplies,Pens & Art Supplies
7845,Order Returned,Todd Boyes,2009-12-13,22,237120,0.06,Office Supplies,Binders & Binder Accessories
8033,Order Finished,Michelle Ellison,2012-04-24,27,236360,0.06,Office Supplies,Appliances
8388,Order Finished,Olvera Toch,2012-02-23,39,580600,0.07,Furniture,Office Furnishings
9761,Order Finished,Todd Boyes,2012-01-22,2,405280,0.04,Technology,Office Machines
9863,Order Finished,Sean Christensen,2011-09-04,18,67920,0.0,Office Supplies,Pens & Art Supplies
10342,Order Finished,Michelle Ellison,2011-11-22,45,10362160,0.01,Furniture,Bookcases
10434,Order Finished,Michelle Ellison,2009-12-23,2,766900,0.06,Furniture,Chairs & Chairmats
11040,Order Finished,Scot Coram,2011-10-23,44,2204560,0.03,Office Supplies,Envelopes
11302,Order Finished,Natalie Fritzler,2009-03-01,10,1733320,0.09,Technology,Office Machines
11398,Order Finished,Nathan Gelder,2012-08-06,16,219400,0.03,Office Supplies,Paper
11584,Order Finished,Sean Miller,2009-11-22,48,2994635,0.01,Technology,Telephones & Communication
11652,Order Returned,Olvera Toch,2011-11-10,35,2308280,0.07,Technology,Computer Peripherals
11686,Order Finished,Michael Dominguez,2009-01-27,38,12242397,0.08,Technology,Telephones & Communication
13895,Order Finished,Michelle Ellison,2010-11-20,44,1228680,0.02,Office Supplies,Storage & Organization
14820,Order Returned,Michael Dominguez,2012-01-09,39,557804,0.04,Technology,Telephones & Communication
15170,Order Finished,Thomas Boland,2009-03-18,19,712929,0.01,Technology,Telephones & Communication
15780,Order Finished,Thomas Boland,2011-04-13,19,143540,0.03,Office Supplies,Rubber Bands
16098,Order Finished,Patricia Hirasaki,2012-07-21,31,960860,0.06,Furniture,Office Furnishings
16103,Order Finished,Maria Zettner,2012-07-15,31,434280,0.0,Office Supplies,Paper
16610,Order Finished,Thomas Boland,2009-10-10,19,1318260,0.09,Office Supplies,Envelopes
18757,Order Finished,Matthew Clasen,2012-05-22,9,444400,0.03,Office Supplies,Binders & Binder Accessories
19431,Order Finished,Nathan Gelder,2009-05-23,4,33640,0.08,Office Supplies,Pens & Art Supplies
20262,Order Finished,Patrick O'Donnell,2009-12-26,27,1304480,0.02,Furniture,Office Furnishings
20545,Order Finished,Sean Miller,2010-10-09,1,723880,0.05,Furniture,Chairs & Chairmats
20577,Order Finished,Patrick O'Donnell,2010-02-09,15,1223360,0.05,Office Supplies,Binders & Binder Accessories
20804,Order Finished,Sean Miller,2011-11-26,13,8787500,0.08,Technology,Office Machines
21414,Order Finished,Harry Marie,2011-05-04,34,235820,0.05,Office Supplies,Paper
21447,Order Finished,Sean Christensen,2010-06-03,15,352480,0.02,Office Supplies,"Scissors, Rulers & Trimmers"
21479,Order Finished,Patrick O'Donnell,2009-08-28,41,582320,0.01,Office Supplies,Paper
22208,Order Finished,Sean Christensen,2009-10-13,37,2276860,0.01,Technology,Computer Peripherals
22279,Order Finished,Lena Radford,2009-12-22,43,4927200,0.03,Office Supplies,Paper
23174,Order Finished,Harry Marie,2012-07-26,16,7099800,0.06,Furniture,Chairs & Chairmats
23333,Order Finished,Michael Dominguez,2009-08-05,44,1268240,0.04,Office Supplies,Appliances
24640,Order Finished,Patrick O'Donnell,2011-01-29,12,2759960,0.06,Furniture,Chairs & Chairmats
25056,Order Finished,Phillip Breyer,2010-09-21,41,590240,0.0,Office Supplies,Paper
26244,Order Finished,Michael Dominguez,2010-08-03,16,263440,0.09,Technology,Computer Peripherals
27201,Order Finished,Scot Coram,2012-07-25,10,10113780,0.02,Furniture,Chairs & Chairmats
27808,Order Finished,Michelle Ellison,2010-01-26,9,392240,0.01,Technology,Computer Peripherals
29573,Order Finished,Michael Dominguez,2012-01-16,43,1584420,0.05,Office Supplies,Paper
29862,Order Finished,Maria Zettner,2011-06-19,34,429280,0.08,Office Supplies,Paper
30433,Order Finished,Nathan Gelder,2010-06-09,17,506760,0.0,Office Supplies,"Scissors, Rulers & Trimmers"
30532,Order Finished,Victoria Wilson,2011-11-26,28,862740,0.03,Office Supplies,Binders & Binder Accessories
30597,Order Finished,Michelle Ellison,2012-08-05,18,186040,0.07,Furniture,Office Furnishings
31751,Order Finished,Todd Boyes,2011-05-26,31,826240,0.1,Office Supplies,Binders & Binder Accessories
31873,Order Finished,Shahid Collister,2009-11-08,2,283180,0.05,Office Supplies,Appliances
32000,Order Finished,Victoria Wilson,2012-09-13,49,324320,0.05,Office Supplies,Rubber Bands
32737,Order Finished,Victoria Wilson,2009-10-28,14,734220,0.09,Office Supplies,Binders & Binder Accessories
35012,Order Finished,Thomas Boland,2012-06-08,10,253580,0.04,Office Supplies,Appliances
35042,Order Finished,Michael Dominguez,2010-12-02,23,2393720,0.06,Technology,Computer Peripherals
35713,Order Finished,Phillip Breyer,2012-10-17,49,2710940,0.04,Office Supplies,Binders & Binder Accessories
36229,Order Finished,Patrick O'Donnell,2012-09-21,12,2930580,0.02,Technology,Office Machines
36933,Order Finished,Todd Boyes,2011-07-12,32,231620,0.07,Office Supplies,Labels
37152,Order Finished,Thomas Boland,2011-05-22,39,9295380,0.02,Furniture,Chairs & Chairmats
37223,Order Finished,Victoria Wilson,2011-11-10,21,5463460,0.07,Technology,Telephones & Communication
37254,Order Finished,Katrina Bavinger,2009-09-18,28,1479880,0.01,Office Supplies,Envelopes
38084,Order Finished,Victoria Wilson,2009-03-20,11,200720,0.02,Office Supplies,Paper
39168,Order Finished,Natalie Fritzler,2012-05-17,22,1619820,0.07,Office Supplies,Binders & Binder Accessories
39589,Order Finished,Olvera Toch,2009-08-02,42,1154840,0.0,Office Supplies,Binders & Binder Accessories
39906,Order Finished,Sean Christensen,2009-03-17,25,164420,0.04,Office Supplies,Paper
40097,Order Returned,Olvera Toch,2009-01-09,47,235760,0.1,Office Supplies,Pens & Art Supplies
40193,Order Finished,Maria Zettner,2012-09-02,34,6260403,0.07,Technology,Telephones & Communication
40258,Order Finished,Michelle Ellison,2009-04-09,31,898940,0.05,Office Supplies,Appliances
40544,Order Finished,Michelle Ellison,2009-04-06,39,4827060,0.06,Furniture,Office Furnishings
41765,Order Finished,Victoria Wilson,2009-12-09,41,409980,0.03,Office Supplies,Binders & Binder Accessories
42242,Order Finished,Thomas Boland,2009-04-01,23,530620,0.09,Office Supplies,Binders & Binder Accessories
42369,Order Finished,Patricia Hirasaki,2010-08-05,44,1572520,0.01,Technology,Computer Peripherals
45632,Order Returned,Michelle Ellison,2010-05-10,50,884620,0.02,Furniture,Office Furnishings
46276,Order Returned,Sean Miller,2012-12-09,4,229660,0.04,Technology,Computer Peripherals
46566,Order Finished,Patrick O'Donnell,2012-04-09,49,3069400,0.07,Technology,Computer Peripherals
48198,Order Finished,Sean Christensen,2009-11-20,7,5626680,0.1,Technology,Office Machines
48453,Order Finished,Victoria Wilson,2009-07-26,50,774060,0.04,Furniture,Office Furnishings
48518,Order Finished,Scot Coram,2009-04-02,17,1170940,0.1,Office Supplies,Paper
49349,Order Returned,Olvera Toch,2011-06-01,11,246680,0.07,Office Supplies,Paper
49668,Order Returned,Michelle Ellison,2009-12-02,25,186440,0.06,Office Supplies,Rubber Bands
50309,Order Finished,Michael Nguyen,2011-03-15,36,486360,0.08,Office Supplies,Storage & Organization
52327,Order Returned,Patrick O'Donnell,2011-12-20,27,7706940,0.1,Technology,Computer Peripherals
52516,Order Finished,Scot Coram,2012-01-05,50,9924100,0.08,Technology,Office Machines
52800,Order Finished,Todd Boyes,2010-10-10,13,52160,0.1,Office Supplies,Rubber Bands
53574,Order Finished,Scot Coram,2012-04-09,8,1339380,0.03,Office Supplies,Storage & Organization
54023,Order Finished,Sean Miller,2012-07-22,45,811200,0.07,Office Supplies,Binders & Binder Accessories
55265,Order Finished,Scot Coram,2009-09-23,39,1412785,0.06,Technology,Telephones & Communication
55398,Order Finished,Lena Radford,2010-01-20,24,309980,0.07,Office Supplies,Appliances
55458,Order Finished,Shahid Collister,2012-03-16,32,231560,0.07,Office Supplies,Binders & Binder Accessories
55809,Order Finished,Michelle Ellison,2011-09-10,2,501400,0.03,Furniture,Chairs & Chairmats
56992,Order Finished,Maria Zettner,2010-04-18,10,630840,0.1,Office Supplies,Paper
58210,Order Finished,Patrick O'Donnell,2012-12-06,38,288060,0.03,Office Supplies,Binders & Binder Accessories
58277,Order Finished,Michael Dominguez,2009-01-24,23,589360,0.01,Office Supplies,Appliances
58720,Order Returned,Nathan Gelder,2010-03-07,43,4757640,0.02,Office Supplies,Binders & Binder Accessories
58820,Order Finished,Patricia Hirasaki,2010-02-27,24,614980,0.01,Furniture,Office Furnishings
1382,Order Returned,Corey Catlett,2010-08-16,5,178670,0.06,Technology,Telephones & Communication
1411,Order Finished,Ed Jacobs,2009-12-20,39,11496400,0.09,Furniture,Bookcases
1444,Order Finished,Noel Staavos,2009-12-05,2,42880,0.02,Office Supplies,Paper
3942,Order Finished,Keith Herrera,2010-06-27,22,3119551,0.03,Technology,Telephones & Communication
4647,Order Finished,Carlos Meador,2009-05-13,7,2407460,0.03,Office Supplies,Envelopes
7367,Order Finished,Raymond Fair,2011-06-05,46,607240,0.02,Technology,Computer Peripherals
7938,Order Finished,Carlos Meador,2010-03-13,34,669320,0.05,Office Supplies,Pens & Art Supplies
8320,Order Finished,Karl Brown,2009-09-19,35,2284720,0.02,Technology,Computer Peripherals
8807,Order Finished,Natalie Webber,2010-02-25,14,2758675,0.08,Technology,Telephones & Communication
9062,Order Finished,Eric Barreto,2011-03-20,19,3650840,0.06,Furniture,Office Furnishings
9602,Order Finished,Hunter Lopez,2012-11-10,27,5308320,0.01,Technology,Office Machines
10209,Order Finished,Barry Franz,2010-11-29,14,923100,0.09,Furniture,Office Furnishings
10338,Order Finished,Barry Franz,2011-07-14,9,1599960,0.04,Technology,Office Machines
10688,Order Finished,Craig Yedwab,2012-05-12,14,1237680,0.05,Furniture,Office Furnishings
11206,Order Finished,Eric Barreto,2009-12-28,6,355340,0.03,Office Supplies,Binders & Binder Accessories
11585,Order Finished,Chuck Sachs,2009-03-15,2,401506,0.09,Technology,Telephones & Communication
12868,Order Finished,Muhammed Lee,2011-03-01,2,18740,0.09,Office Supplies,Paper
14215,Order Finished,Karl Brown,2012-07-13,44,4554060,0.07,Office Supplies,Paper
14662,Order Finished,Karl Brown,2011-11-16,24,79380,0.05,Office Supplies,Pens & Art Supplies
15781,Order Finished,David Flashing,2012-09-03,29,1649020,0.01,Technology,Computer Peripherals
17157,Order Finished,Rick Duston,2012-09-19,31,6162942,0.09,Technology,Telephones & Communication
17795,Order Finished,Troy Staebel,2009-04-01,1,35240,0.06,Office Supplies,Appliances
20449,Order Finished,Nora Paige,2010-01-03,19,2433000,0.1,Office Supplies,Binders & Binder Accessories
21890,Order Returned,Amy Cox,2011-01-24,27,163800,0.01,Office Supplies,Pens & Art Supplies
22020,Order Finished,Harold Dahlen,2010-05-17,37,996560,0.01,Office Supplies,Storage & Organization
22149,Order Finished,Bobby Trafton,2011-09-23,47,382260,0.07,Office Supplies,Pens & Art Supplies
23078,Order Finished,Jay Fine,2011-09-15,18,337900,0.1,Office Supplies,Envelopes
23619,Order Returned,Nora Paige,2012-12-21,7,2086240,0.06,Technology,Office Machines
24003,Order Finished,Dan Campbell,2009-10-31,49,174880,0.06,Office Supplies,Pens & Art Supplies
25442,Order Finished,George Zrebassa,2012-01-05,32,3332000,0.08,Office Supplies,Paper
25927,Order Finished,Rick Duston,2009-04-22,43,1891800,0.08,Office Supplies,Pens & Art Supplies
26243,Order Finished,Eleni Mc Crary,2011-07-16,42,142640,0.08,Office Supplies,Pens & Art Supplies
28515,Order Finished,Frank Atkinson,2010-06-30,33,1501720,0.0,Office Supplies,Binders & Binder Accessories
29667,Order Finished,Astrea Jones,2009-07-24,14,430620,0.09,Office Supplies,Binders & Binder Accessories
30023,Order Finished,Giulietta Dortch,2010-10-15,14,314660,0.1,Office Supplies,Storage & Organization
30215,Order Finished,Cathy Hwang,2009-02-26,20,251680,0.1,Office Supplies,Paper
31845,Order Finished,Damala Kotsonis,2012-10-22,11,229100,0.05,Office Supplies,Paper
32999,Order Finished,David Flashing,2009-04-14,14,2773300,0.09,Furniture,Bookcases
35777,Order Finished,Dianna Arnett,2010-09-08,35,273440,0.09,Office Supplies,Pens & Art Supplies
36005,Order Finished,Fred Mc Math,2010-09-17,1,59300,0.05,Office Supplies,Storage & Organization
36196,Order Finished,Christy Brittain,2011-08-06,6,124060,0.09,Furniture,Office Furnishings
36230,Order Finished,Tom Prescott,2009-06-10,7,114060,0.0,Technology,Computer Peripherals
36294,Order Finished,Yana Sorensen,2012-08-20,46,1222320,0.04,Office Supplies,Binders & Binder Accessories
36737,Order Finished,Harold Dahlen,2010-03-15,26,2924323,0.03,Technology,Telephones & Communication
37287,Order Finished,Brad Thomas,2012-11-01,45,260500,0.05,Office Supplies,Rubber Bands
37831,Order Finished,Cynthia Voltz,2012-07-26,30,907740,0.08,Technology,Computer Peripherals
38372,Order Finished,Dean Percer,2010-05-15,33,621980,0.07,Office Supplies,Paper
38912,Order Finished,Ben Peterman,2012-10-28,26,3029927,0.02,Technology,Telephones & Communication
39040,Order Finished,Astrea Jones,2009-05-21,7,38720,0.04,Office Supplies,Rubber Bands
40896,Order Finished,Tracy Poddar,2011-09-02,21,311460,0.03,Office Supplies,Paper
40994,Order Finished,Michael Paige,2012-10-09,42,1586080,0.1,Office Supplies,Binders & Binder Accessories
41607,Order Finished,Barry Franz,2009-12-19,36,8231480,0.1,Office Supplies,Binders & Binder Accessories
41666,Order Finished,Corey Roper,2012-03-03,26,1192312,0.1,Technology,Telephones & Communication
42306,Order Finished,Maureen Gastineau,2012-09-14,18,94800,0.03,Office Supplies,Pens & Art Supplies
42469,Order Finished,Muhammed Yedwab,2012-11-08,31,1869740,0.09,Office Supplies,Binders & Binder Accessories
42528,Order Finished,Alex Grayson,2010-02-23,46,322560,0.01,Office Supplies,Rubber Bands
43302,Order Finished,Damala Kotsonis,2011-08-23,4,17740,0.09,Office Supplies,Pens & Art Supplies
43460,Order Finished,Astrea Jones,2012-06-11,2,50180,0.07,Office Supplies,Binders & Binder Accessories
43972,Order Finished,Chris Cortes,2010-03-16,12,1428782,0.0,Technology,Telephones & Communication
44000,Order Finished,Dan Campbell,2012-10-04,15,1005600,0.0,Office Supplies,Envelopes
46177,Order Finished,Rick Duston,2010-12-05,33,936920,0.01,Furniture,Office Furnishings
48226,Order Finished,Corey Roper,2009-01-06,23,4714900,0.02,Furniture,Bookcases
48455,Order Finished,Amy Cox,2009-06-02,34,1635060,0.03,Office Supplies,Paper
48929,Order Finished,Sara Luxemburg,2009-10-22,1,110860,0.01,Office Supplies,Paper
48994,Order Finished,Christy Brittain,2010-10-22,6,2172780,0.03,Office Supplies,Storage & Organization
51111,Order Finished,Eric Murdock,2012-02-09,1,122196,0.02,Technology,Telephones & Communication
55425,Order Finished,Paul Knutson,2011-11-01,42,8747707,0.04,Technology,Telephones & Communication
55815,Order Finished,Cynthia Voltz,2011-01-13,28,5720380,0.04,Furniture,Office Furnishings
55940,Order Finished,Janet Martin,2009-04-29,29,5851560,0.03,Technology,Computer Peripherals
56166,Order Finished,Nicole Brennan,2010-08-04,1,284480,0.08,Furniture,Chairs & Chairmats
57638,Order Returned,Christy Brittain,2012-04-22,49,1140860,0.07,Office Supplies,Paper
57890,Order Finished,Jennifer Patt,2009-02-26,15,1606080,0.08,Office Supplies,Paper
2244,Order Finished,Elpida Rittenbach,2010-01-08,19,177220,0.01,Office Supplies,Binders & Binder Accessories
3104,Order Finished,David Wiener,2010-09-15,50,672120,0.01,Office Supplies,Paper
6179,Order Finished,Elpida Rittenbach,2009-06-02,50,955060,0.09,Office Supplies,Envelopes
11747,Order Finished,David Wiener,2010-02-25,3,630560,0.08,Technology,Office Machines
11877,Order Finished,David Wiener,2010-05-23,19,1592280,0.03,Office Supplies,Binders & Binder Accessories
15271,Order Finished,Elpida Rittenbach,2010-07-25,18,4778600,0.01,Furniture,Chairs & Chairmats
22561,Order Finished,David Wiener,2011-01-20,7,257240,0.07,Furniture,Office Furnishings
25860,Order Finished,Elpida Rittenbach,2010-01-02,9,1480400,0.05,Office Supplies,Envelopes
775,Order Returned,Peter Mc Vee,2011-03-17,35,87140,0.1,Office Supplies,Rubber Bands
900,Order Finished,Karen Carlisle,2009-09-30,29,2387300,0.07,Office Supplies,Binders & Binder Accessories
964,Order Finished,Stefania Perrino,2011-05-19,4,80040,0.02,Office Supplies,Pens & Art Supplies
2722,Order Finished,Jay Fine,2009-04-08,46,3791100,0.06,Technology,Computer Peripherals
3078,Order Finished,Paul Lucas,2010-02-11,1,633220,0.1,Furniture,Chairs & Chairmats
3456,Order Returned,George Zrebassa,2010-05-31,20,10837360,0.07,Furniture,Tables
3556,Order Finished,George Zrebassa,2012-09-22,48,538740,0.05,Office Supplies,Binders & Binder Accessories
3680,Order Finished,Evan Henry,2012-12-09,27,355900,0.09,Office Supplies,Paper
4162,Order Finished,Alyssa Tate,2012-02-09,2,763200,0.1,Office Supplies,Storage & Organization
4896,Order Finished,Michael Stewart,2012-08-21,25,1663040,0.07,Technology,Computer Peripherals
4965,Order Finished,Paul Lucas,2010-10-20,14,2137580,0.07,Office Supplies,Appliances
5830,Order Finished,Shirley Jackson,2010-03-24,49,4024280,0.07,Furniture,Office Furnishings
6695,Order Returned,Natalie Webber,2012-06-27,49,590480,0.08,Office Supplies,Binders & Binder Accessories
6885,Order Finished,Damala Kotsonis,2012-06-19,4,962540,0.02,Furniture,Chairs & Chairmats
7458,Order Finished,Karen Carlisle,2012-04-04,16,453620,0.05,Office Supplies,Binders & Binder Accessories
9024,Order Finished,Katherine Murray,2012-06-02,44,4636427,0.07,Technology,Telephones & Communication
9894,Order Finished,Eric Barreto,2009-03-18,16,10807500,0.08,Furniture,Chairs & Chairmats
11011,Order Finished,Fred Mc Math,2012-05-13,36,611240,0.1,Office Supplies,Envelopes
11271,Order Returned,Berenike Kampe,2011-10-18,46,315740,0.0,Office Supplies,Pens & Art Supplies
12005,Order Returned,Dean Percer,2012-06-24,4,3321720,0.04,Office Supplies,Storage & Organization
13476,Order Finished,Noel Staavos,2010-10-16,3,346660,0.09,Office Supplies,Storage & Organization
14182,Order Finished,Bobby Trafton,2009-06-22,23,4867100,0.05,Technology,Telephones & Communication
14528,Order Returned,Karl Brown,2009-06-15,14,156880,0.09,Office Supplies,Binders & Binder Accessories
15009,Order Returned,Erica Hernandez,2011-12-21,28,458860,0.08,Office Supplies,Envelopes
15619,Order Finished,Tony Molinari,2011-06-28,36,246260,0.05,Office Supplies,Rubber Bands
15971,Order Finished,Elizabeth Moffitt,2009-08-14,15,4345030,0.06,Technology,Telephones & Communication
16036,Order Finished,Harold Dahlen,2012-01-05,28,4320540,0.09,Office Supplies,Storage & Organization
16452,Order Finished,David Flashing,2012-08-23,46,268840,0.05,Office Supplies,Pens & Art Supplies
17408,Order Finished,Berenike Kampe,2009-05-27,26,299400,0.05,Office Supplies,Binders & Binder Accessories
17410,Order Finished,Noel Staavos,2010-09-01,5,569347,0.04,Technology,Telephones & Communication
18849,Order Finished,Deanra Eno,2012-08-05,6,1503420,0.09,Office Supplies,Appliances
19174,Order Finished,Fred Mc Math,2010-07-16,35,10623946,0.02,Technology,Telephones & Communication
20098,Order Finished,Chuck Sachs,2011-12-08,11,366640,0.04,Technology,Office Machines
20711,Order Finished,Chris Cortes,2009-01-19,5,197320,0.1,Office Supplies,Paper
20932,Order Finished,Raymond Fair,2012-07-29,38,246520,0.02,Office Supplies,Pens & Art Supplies
21319,Order Finished,Chuck Sachs,2010-04-29,5,4722200,0.01,Technology,Copiers & Fax
21344,Order Finished,Bobby Trafton,2012-12-09,48,4022920,0.01,Furniture,Office Furnishings
21538,Order Finished,Mark Packer,2009-07-27,31,174640,0.08,Office Supplies,Pens & Art Supplies
21574,Order Finished,Eric Barreto,2010-01-15,33,155100,0.0,Technology,Computer Peripherals
22242,Order Finished,Noel Staavos,2009-06-15,50,659820,0.04,Office Supplies,Paper
23271,Order Finished,Ann Blume,2010-11-03,1,1589160,0.09,Technology,Office Machines
23428,Order Finished,Alan Shonely,2012-10-28,41,1961900,0.02,Office Supplies,Paper
25092,Order Finished,Katrina Willman,2010-12-01,6,282540,0.08,Office Supplies,Binders & Binder Accessories
25280,Order Finished,Stefania Perrino,2011-05-21,47,405280,0.03,Office Supplies,Pens & Art Supplies
25666,Order Finished,Hunter Lopez,2012-09-02,36,10144680,0.06,Office Supplies,Storage & Organization
25669,Order Finished,Ann Blume,2011-01-16,12,91260,0.02,Office Supplies,Labels
26276,Order Finished,Janet Martin,2010-09-12,21,7370760,0.0,Furniture,Office Furnishings
26912,Order Finished,Noel Staavos,2012-04-27,21,2180220,0.08,Technology,Computer Peripherals
27137,Order Returned,Alyssa Tate,2011-12-31,2,121125,0.02,Technology,Telephones & Communication
27335,Order Finished,Karl Brown,2010-11-06,23,134940,0.03,Office Supplies,Envelopes
27430,Order Finished,Anthony Garverick,2011-01-31,3,630540,0.08,Furniture,Office Furnishings
27559,Order Finished,Aaron Hawkins,2011-10-30,38,931800,0.05,Office Supplies,Paper
29797,Order Finished,Mark Packer,2010-06-26,50,1484100,0.05,Furniture,Office Furnishings
31682,Order Returned,Carlos Meador,2010-03-09,42,6373540,0.09,Office Supplies,Appliances
32389,Order Finished,Dave Poirier,2010-10-31,23,1868140,0.07,Technology,Computer Peripherals
32420,Order Finished,Christy Brittain,2009-07-29,35,350160,0.07,Technology,Computer Peripherals
33699,Order Finished,Troy Staebel,2009-07-26,18,580140,0.07,Office Supplies,Storage & Organization
33797,Order Finished,Bradley Drucker,2009-01-11,20,9062680,0.08,Technology,Office Machines
33958,Order Finished,Mark Haberlin,2011-02-02,27,924732,0.1,Technology,Telephones & Communication
36454,Order Finished,Anthony Garverick,2011-02-18,8,139140,0.05,Office Supplies,Storage & Organization
36609,Order Returned,Brad Thomas,2009-05-14,8,91460,0.0,Office Supplies,Paper
